app,component,kind,baseline_params,emitted_params
antennapod.apk,de.danoeh.antennapod.ui.preferences.screen.about.TranslatorsFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.feed.SingleFeedSortDialog,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.home.HomeFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.queue.QueueFragment$QueueSortDialog,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.FeedItemFilterDialog,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.preferences.screen.about.AboutFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.preferences.MainPreferencesFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.playback.service.PlaybackService$4,Receiver,2,2
antennapod.apk,de.danoeh.antennapod.ui.screen.onlinefeedview.OnlineFeedViewActivity,Activity,4,1
antennapod.apk,de.danoeh.antennapod.activity.SplashActivity,Activity,4,1
antennapod.apk,de.danoeh.antennapod.ui.share.ShareDialog,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.feed.ItemSortDialog,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.preferences.screen.about.ContributorsPagerFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.drawer.NavDrawerFragment$RemoveFeedDialogClose,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.home.sections.QueueSection,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.preferences.screen.bugreport.BugReportFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.rating.RatingDialogFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.playback.service.MediaButtonReceiver,Receiver,2,2
antennapod.apk,de.danoeh.antennapod.ui.screen.download.CompletedDownloadsFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.playback.service.PlaybackService$7,Receiver,2,2
antennapod.apk,de.danoeh.antennapod.ui.screen.feed.preferences.TagSettingsDialog,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.statistics.feed.FeedStatisticsFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.home.sections.InboxSection,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.ui.screen.PlaybackHistoryFragment,Fragment,9,5
antennapod.apk,de.danoeh.antennapod.net.download.service.PowerConnectionReceiver,Receiver,2,2
antennapod.apk,de.danoeh.antennapod.playback.service.PlaybackService,Service,8,2
antennapod.apk,de.danoeh.antennapod.activity.SelectSubscriptionActivity,Activity,4,1
k9mail.apk,com.fsck.k9.ui.settings.notificationactions.NotificationActionsSettingsFragment,Fragment,5,3
k9mail.apk,app.k9mail.feature.settings.import.ui.OAuthFlowActivity,Activity,4,1
k9mail.apk,com.fsck.k9.ui.settings.account.AccountSettingsActivity,Activity,4,1
k9mail.apk,com.fsck.k9.activity.compose.MessageComposeInAppNotificationFragment,Fragment,5,3
k9mail.apk,com.fsck.k9.ui.managefolders.ManageFoldersFragment,Fragment,5,3
k9mail.apk,com.takisoft.preferencex.PreferenceFragmentCompat,Fragment,5,3
k9mail.apk,com.fsck.k9.activity.MessageSearchActivity,Activity,4,1
k9mail.apk,com.fsck.k9.ui.settings.notificationactions.NotificationActionsSettingsActivity,Activity,4,1
k9mail.apk,com.fsck.k9.ui.settings.account.OpenPgpAppSelectDialog$OpenKeychainInfoFragment,Fragment,5,3
k9mail.apk,com.fsck.k9.provider.DecryptedFileProvider$DecryptedFileProviderCleanupReceiver,Receiver,2,2
k9mail.apk,app.k9mail.feature.settings.import.ui.PickAppDialogFragment,Fragment,5,3
k9mail.apk,com.fsck.k9.activity.setup.AccountSetupComposition,Activity,4,1
k9mail.apk,com.bytehamster.lib.preferencesearch.SearchPreferenceFragment,Fragment,5,3
k9mail.apk,com.fsck.k9.ui.managefolders.ManageFoldersActivity,Activity,4,1
k9mail.apk,com.takisoft.preferencex.TimePickerPreferenceDialogFragmentCompat,Fragment,5,3
k9mail.apk,com.fsck.k9.ui.messagesource.MessageSourceActivity,Activity,4,1
k9mail.apk,com.fsck.k9.provider.AttachmentTempFileProvider,Provider,0,0
k9mail.apk,com.fsck.k9.ui.messagedetails.MessageDetailsFragment,Fragment,5,3
k9mail.apk,com.fsck.k9.activity.MessageCompose,Activity,4,1
k9mail.apk,com.fsck.k9.activity.MessageHomeActivity,Activity,4,1
k9mail.apk,app.k9mail.feature.migration.provider.SettingsProvider,Provider,0,0
k9mail.apk,app.k9mail.feature.widget.unread.UnreadWidgetConfigurationActivity,Activity,4,1
k9mail.apk,com.fsck.k9.ui.settings.SettingsListFragment,Fragment,5,3
k9mail.apk,app.k9mail.ui.utils.bottomsheet.ToolbarBottomSheetDialogFragment,Fragment,5,3
k9mail.apk,com.fsck.k9.ui.settings.AboutFragment,Fragment,5,3
k9mail.apk,com.fsck.k9.activity.compose.PgpEnabledErrorDialog,Fragment,5,3
k9mail.apk,app.k9mail.core.android.common.camera.provider.CaptureImageFileProvider,Provider,0,0
k9mail.apk,net.thunderbird.feature.notification.impl.ui.dialog.ErrorNotificationsDialogFragment,Fragment,5,3
k9mail.apk,app.k9mail.feature.settings.import.ui.SettingsImportFragment,Fragment,5,3
k9mail.apk,com.fsck.k9.provider.DecryptedFileProvider,Provider,0,0
k9mail.apk,com.fsck.k9.ui.messageview.PlaceholderFragment,Fragment,5,3
k9mail.apk,com.fsck.k9.activity.compose.PgpSignOnlyDialog,Fragment,5,3
k9mail.apk,com.fsck.k9.widget.list.MessageListWidgetProvider,Receiver,2,2
k9mail.apk,com.fsck.k9.ui.messagelist.MessageListFragment,Fragment,5,3
k9mail.apk,com.fsck.k9.ui.messageview.MessageViewContainerFragment,Fragment,5,3
k9mail.apk,com.fsck.k9.activity.compose.PgpEncryptDescriptionDialog,Fragment,5,3
k9mail.apk,com.fsck.k9.view.HighlightDialogFragment,Fragment,5,3
k9mail.apk,com.fsck.k9.fragment.AttachmentDownloadDialogFragment,Fragment,5,3
k9mail.apk,com.fsck.k9.ui.settings.account.OpenPgpAppSelectDialog$OpenPgpAppSelectFragment,Fragment,5,3
k9mail.apk,com.fsck.k9.activity.EditIdentity,Activity,4,1
k9mail.apk,com.fsck.k9.activity.BaseListActivity,Activity,4,1
k9mail.apk,com.fsck.k9.activity.ManageIdentities,Activity,4,1
k9mail.apk,com.fsck.k9.ui.settings.export.SettingsExportFragment,Fragment,5,3
k9mail.apk,com.fsck.k9.helper.RetainFragment,Fragment,5,3
k9mail.apk,com.fsck.k9.ui.choosefolder.ChooseFolderActivity,Activity,4,1
k9mail.apk,com.takisoft.preferencex.DatePickerPreferenceDialogFragmentCompat,Fragment,5,3
k9mail.apk,com.fsck.k9.controller.push.BootCompleteReceiver,Receiver,2,2
k9mail.apk,net.thunderbird.app.common.MainActivity,Activity,4,1
k9mail.apk,net.openid.appauth.AuthorizationManagementActivity,Activity,4,1
k9mail.apk,app.k9mail.feature.widget.unread.UnreadWidgetConfigurationFragment,Fragment,5,3
k9mail.apk,com.fsck.k9.activity.AccountList,Activity,4,1
k9mail.apk,com.fsck.k9.service.DatabaseUpgradeService,Service,8,2
k9mail.apk,com.fsck.k9.ui.managefolders.FolderSettingsFragment,Fragment,5,3
k9mail.apk,com.fsck.k9.activity.ChooseIdentity,Activity,4,1
k9mail.apk,com.fsck.k9.ui.endtoend.AutocryptKeyTransferActivity,Activity,4,1
k9mail.apk,app.k9mail.feature.migration.qrcode.settings.QrCodeSettingsFileProvider,Provider,0,0
k9mail.apk,com.fsck.k9.ui.settings.SettingsActivity,Activity,4,1
k9mail.apk,com.fsck.k9.provider.RawMessageProvider,Provider,0,0
k9mail.apk,app.k9mail.feature.widget.message.list.MessageListWidgetService,Service,8,2
k9mail.apk,net.thunderbird.feature.mail.message.composer.dialog.SentFolderNotFoundConfirmationDialogFragment,Fragment,5,3
k9mail.apk,com.fsck.k9.ui.settings.general.GeneralSettingsFragment,Fragment,5,3
k9mail.apk,com.fsck.k9.ui.base.BaseActivity,Activity,4,1
k9mail.apk,com.fsck.k9.ui.changelog.RecentChangesActivity,Activity,4,1
k9mail.apk,net.openid.appauth.RedirectUriReceiverActivity,Activity,4,1
k9mail.apk,com.fsck.k9.activity.UpgradeDatabaseActivity,Activity,4,1
k9mail.apk,com.fsck.k9.notification.NotificationActionService,Service,8,2
k9mail.apk,app.k9mail.feature.widget.unread.UnreadWidgetChooseAccountActivity,Activity,4,1
k9mail.apk,com.fsck.k9.ui.notification.DeleteConfirmationActivity,Activity,4,1
k9mail.apk,com.fsck.k9.fragment.ConfirmationDialogFragment,Fragment,5,3
k9mail.apk,com.fsck.k9.ui.messagelist.LegacyMessageListFragment,Fragment,5,3
k9mail.apk,com.fsck.k9.ui.settings.account.AutocryptPreferEncryptDialogFragment,Fragment,5,3
k9mail.apk,com.fsck.k9.controller.push.PushService,Service,8,2
k9mail.apk,com.fsck.k9.ui.settings.account.VibrationDialogFragment,Fragment,5,3
k9mail.apk,app.k9mail.feature.widget.shortcut.LauncherShortcutActivity,Activity,4,1
k9mail.apk,com.takisoft.preferencex.ColorPickerPreferenceDialogFragmentCompat,Fragment,5,3
k9mail.apk,com.fsck.k9.fragment.ProgressDialogFragment,Fragment,5,3
k9mail.apk,app.k9mail.feature.migration.qrcode.ui.QrCodeScannerActivity,Activity,4,1
k9mail.apk,com.fsck.k9.ui.changelog.ChangelogFragment,Fragment,5,3
k9mail.apk,com.fsck.k9.ui.messagesource.MessageHeadersFragment,Fragment,5,3
k9mail.apk,com.fsck.k9.activity.compose.PgpInlineDialog,Fragment,5,3
k9mail.apk,com.fsck.k9.ui.settings.general.GeneralSettingsActivity,Activity,4,1
k9mail.apk,com.fsck.k9.backends.AndroidAlarmManager$1,Receiver,2,2
k9mail.apk,com.fsck.k9.provider.AttachmentProvider,Provider,0,0
k9mail.apk,net.thunderbird.feature.mail.message.list.internal.ui.dialog.SetupArchiveFolderDialogFragment,Fragment,5,3
k9mail.apk,com.fsck.k9.ui.push.PushInfoFragment,Fragment,5,3
k9mail.apk,com.fsck.k9.provider.UnreadWidgetProvider,Receiver,2,2
k9mail.apk,com.fsck.k9.ui.messageview.MessageViewFragment,Fragment,5,3
k9mail.apk,com.fsck.k9.ui.base.locale.LocaleBroadcastReceiver,Receiver,2,2
k9mail.apk,com.fsck.k9.ui.push.PushInfoActivity,Activity,4,1
k9mail.apk,app.k9mail.feature.settings.import.ui.PasswordPromptDialogFragment,Fragment,5,3
k9mail.apk,com.fsck.k9.ui.settings.account.OpenPgpAppSelectDialog,Activity,4,1
k9mail.apk,app.k9mail.feature.launcher.FeatureLauncherActivity,Activity,4,1
k9mail.apk,com.fsck.k9.ui.settings.account.AccountSettingsFragment,Fragment,5,3
